name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
New York,2023-07-16,26.2,23.7,25.4,26.2,23.7,25.4,23.4,89.1,31.115,100,45.83,rain,0,0,40.7,21.6,178.5,1009.7,89.6,12.4,66,5.9,4,60,2023-07-16T05:38:25,2023-07-16T20:25:29,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2023-07-17,31.4,23.5,27.1,32.7,23.5,28.1,21,71.5,0,0,0,,0,0,35.3,18.7,196.5,1012.5,33.4,13.7,261.2,22.7,9,30,2023-07-17T05:39:13,2023-07-17T20:24:51,0,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2023-07-18,28.6,23.7,25.9,32.2,23.7,26.6,21.2,75.6,8.378,100,16.67,rain,0,0,47.9,17.8,173.6,1013.8,41.5,13.1,133.7,11.5,6,60,2023-07-18T05:40:01,2023-07-18T20:24:11,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2023-07-19,26.9,23,24.5,28.3,23,24.6,19.2,72.7,1.325,100,8.33,rain,0,0,16.6,12,313.1,1015.9,52.6,10.1,123.7,10.6,6,60,2023-07-19T05:40:51,2023-07-19T20:23:29,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2023-07-20,29.8,22.7,25.7,29.7,22.7,25.7,17.9,64.7,0,0,0,,0,0,29.5,16.6,64.5,1014.6,38.9,12.1,237.7,20.6,9,30,2023-07-20T05:41:41,2023-07-20T20:22:45,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2023-07-21,29.3,22.4,25.8,30.2,22.4,26.2,19,67.8,4.068,100,16.67,rain,0,0,35.3,21,265.6,1007.9,54.1,14.1,255.2,22.2,10,30,2023-07-21T05:42:33,2023-07-21T20:21:59,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2023-07-22,28.5,21.4,25.2,28.2,21.4,25.1,13.9,50.8,0,0,0,,0,0,37.1,19.3,325.6,1008.7,27.3,16,280.7,24.3,10,10,2023-07-22T05:43:24,2023-07-22T20:21:12,0.16,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2023-07-23,30,21.2,25.8,29.5,21.2,25.7,15.1,52.8,0,0,0,,0,0,29.5,21.3,115,1013.9,25.5,16,281,24.2,10,10,2023-07-23T05:44:17,2023-07-23T20:20:23,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2023-07-24,29.6,24,26.2,30.1,24,26.3,17.1,58.2,0,0,0,,0,0,33.5,22.6,203.4,1018.4,25.4,16,232.6,20.1,9,30,2023-07-24T05:45:10,2023-07-24T20:19:32,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2023-07-25,29.6,21.2,24.5,31.8,21.2,24.9,18.9,71.9,7.62,100,12.5,rain,0,0,34.1,17.8,226.6,1018,37.1,14.2,202,17.2,9,30,2023-07-25T05:46:04,2023-07-25T20:18:39,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2023-07-26,30.8,20.3,25.4,31.6,20.3,25.8,18.3,66.7,0,0,0,,0,0,37.1,22.6,246.8,1018.2,20.1,14.9,288.5,24.8,9,10,2023-07-26T05:46:58,2023-07-26T20:17:44,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2023-07-27,33.6,24,28.6,37.8,24,30.6,21.5,67,3.804,100,8.33,rain,0,0,53.6,28,231.3,1014,57.6,14.7,208.6,18,9,60,2023-07-27T05:47:52,2023-07-27T20:16:48,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2023-07-28,33.4,24.5,28.8,35.2,24.5,30,21,64.9,0,0,0,,0,0,31.7,13.5,292.7,1014.5,34.6,15.3,277.8,23.9,10,30,2023-07-28T05:48:48,2023-07-28T20:15:50,0.36,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2023-07-29,31.9,24.2,28,34.5,24.2,29.4,20.6,65,1.407,100,8.33,rain,0,0,85,19.6,248.3,1008.7,52.7,16,261.2,22.7,8,30,2023-07-29T05:49:43,2023-07-29T20:14:51,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2023-07-30,26.5,19,22.8,26.5,19,22.8,12.1,52.2,0,0,0,,0,0,45.6,18.3,323,1012.8,36.9,16,267.9,23.2,10,10,2023-07-30T05:50:39,2023-07-30T20:13:50,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2023-07-31,29,19.3,24.1,27.9,19.3,23.9,11.4,46,0,0,0,,0,0,35.3,17.1,323.6,1014.6,24.4,16,267.7,23.1,10,30,2023-07-31T05:51:35,2023-07-31T20:12:47,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2023-08-01,26.7,19.8,23.3,26.7,19.8,23.3,10.4,45.8,0,0,0,,0,0,33.5,15.3,4.7,1019.4,41,16,294.8,25.4,10,10,2023-08-01T05:52:32,2023-08-01T20:11:43,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2023-08-02,26.5,18.1,22.3,26.5,18.1,22.3,9.3,44.6,0,0,0,,0,0,35.3,13.7,32,1022.4,22.3,16,271,23.4,10,10,2023-08-02T05:53:29,2023-08-02T20:10:37,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2023-08-03,26.3,19.4,22.8,26.3,19.4,22.8,12.9,53.7,0,0,0,,0,0,44.7,26.1,183.9,1019.2,47.1,16,241.8,21.1,8,10,2023-08-03T05:54:26,2023-08-03T20:09:30,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2023-08-04,24.6,21.9,23.2,24.6,21.9,23.2,17.3,69.8,0,0,0,,0,0,33.5,17.4,211.4,1014.4,90.2,15.8,86.9,7.5,4,30,2023-08-04T05:55:24,2023-08-04T20:08:22,0.6,Overcast,Cloudy skies throughout the day.,cloudy,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2023-08-05,29.4,22,25.4,29.1,22,25.3,16.4,60.2,0,0,0,,0,0,18.4,17.3,6,1014.3,48.7,15.5,140.8,12.1,9,30,2023-08-05T05:56:22,2023-08-05T20:07:12,0.63,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2023-08-06,30,21.2,25.5,29.3,21.2,25.4,14.5,51.6,0,0,0,,0,0,29.5,23.7,85.6,1015.6,22.5,15.7,0,0,0,10,2023-08-06T05:57:20,2023-08-06T20:06:00,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2023-08-07,27.1,20.8,24,29.1,20.8,24.2,20.7,82.2,24.805,100,37.5,rain,0,0,51.8,27.5,169.2,1011.4,90.8,12.6,166.3,14.4,10,30,2023-08-07T05:58:18,2023-08-07T20:04:48,0.7,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,72503014732"
New York,2023-08-08,26.4,21.4,23.7,26.4,21.4,23.7,18,71.9,0.185,100,4.17,rain,0,0,52.7,31.3,267.9,1004.3,82.5,16,207.6,17.8,10,10,2023-08-08T05:59:16,2023-08-08T20:03:34,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
New York,2023-08-09,30.3,21.1,25.5,29.2,21.1,25.2,13.4,48.7,0,0,0,,0,0,47.2,23.4,284.3,1006.6,31.8,16,0,0,0,10,2023-08-09T06:00:15,2023-08-09T20:02:18,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2023-08-10,26.9,21.5,23.6,28.2,21.5,23.7,18,72.3,9.057,100,33.33,rain,0,0,38.9,14.3,253.7,1005.6,63.5,12.5,0,0,0,30,2023-08-10T06:01:13,2023-08-10T20:01:02,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2023-08-11,29.1,19.9,24.5,28.9,19.9,24.5,16.5,63.8,0,0,0,,0,0,43.6,21.2,281.9,1007.6,27.8,15.1,0,0,0,10,2023-08-11T06:02:12,2023-08-11T19:59:44,0.84,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2023-08-12,29.5,21.2,25.2,31.3,21.2,25.8,18.3,65.8,0.735,100,12.5,rain,0,0,38.9,19.8,146.3,1011.6,41.7,15.8,0,0,0,30,2023-08-12T06:03:11,2023-08-12T19:58:25,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2023-08-13,30.3,21.2,26.1,31.7,21.2,26.4,18.7,66.4,17,100,16.67,rain,0,0,81.4,20.9,288.5,1011.4,53.1,14.8,0,0,0,30,2023-08-13T06:04:10,2023-08-13T19:57:05,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2023-08-14,30.1,23.2,26.3,31.1,23.2,26.5,17.1,57.5,0,0,0,,0,0,25.9,12.7,229.9,1013.9,44.6,16,0,0,0,10,2023-08-14T06:05:09,2023-08-14T19:55:43,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2023-08-15,26.1,21.4,23.6,26.1,21.4,23.6,20.4,82.5,20.993,100,33.33,rain,0,0,38.9,16.9,40.9,1008.5,95.3,13.1,0,0,0,10,2023-08-15T06:06:08,2023-08-15T19:54:21,0.97,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"72505394728,KEWR,KLGA,72502014734,F8726,F1417,KNYC,72503014732"
New York,2023-08-16,27,21,23.8,28.7,21,23.9,20,79.9,20.359,100,20.83,rain,0,0,18.4,14.5,67.4,1012.6,86.9,14.8,166.6,14.5,8,10,2023-08-16T06:07:07,2023-08-16T19:52:58,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,72503014732"
New York,2023-08-17,26,22.9,24,26,22.9,24,20.5,81.1,0,0,0,,0,0,35.3,15.9,89,1013.5,97.1,15.5,136.3,11.8,9,30,2023-08-17T06:08:06,2023-08-17T19:51:33,0.04,Overcast,Cloudy skies throughout the day.,cloudy,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,72503014732"
New York,2023-08-18,27.1,20.2,24.1,27.2,20.2,24.1,16.5,65.7,22.446,100,16.67,rain,0,0,57.2,21.8,279,1007.4,70.6,14.9,227.2,19.6,9,30,2023-08-18T06:09:05,2023-08-18T19:50:08,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
New York,2023-08-19,26.2,17.6,22,26.2,17.6,22,11,50.4,0,0,0,,0,0,38.9,19,273.7,1014.6,27.2,16,0,0,0,10,2023-08-19T06:10:04,2023-08-19T19:48:41,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2023-08-20,29.4,19.3,24.7,28.8,19.3,24.5,12.8,48.7,0,0,0,,0,0,29.5,16.3,265.8,1018.4,24.1,16,0,0,0,10,2023-08-20T06:11:03,2023-08-20T19:47:14,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2023-08-21,30.5,23,26.9,31.9,23,27.5,17.6,57.4,0,0,0,,0,0,35.3,17.3,292.4,1017,48.8,15.8,0,0,0,10,2023-08-21T06:12:02,2023-08-21T19:45:45,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2023-08-22,26.4,19.8,23.3,26.4,19.8,23.3,12.7,51.7,0,0,0,,0,0,44.3,23.3,13.2,1018.1,46.6,16,0,0,0,10,2023-08-22T06:13:01,2023-08-22T19:44:16,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2023-08-23,26.1,18.7,22,26.1,18.7,22,10.7,49.9,0,0,0,,0,0,27.7,15,56.3,1019.7,35.5,16,0,0,0,10,2023-08-23T06:14:00,2023-08-23T19:42:46,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2023-08-24,23.1,19.6,21.5,23.1,19.6,21.5,16.8,75,1.977,100,29.17,rain,0,0,38.9,16,108.3,1017.6,97.5,14.4,0,0,0,10,2023-08-24T06:14:58,2023-08-24T19:41:15,0.25,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2023-08-25,25.9,21.4,23.1,25.9,21.4,23.1,21,88,7.702,100,37.5,rain,0,0,33.5,21.6,172.7,1011.8,85.6,12.9,0,0,0,10,2023-08-25T06:15:57,2023-08-25T19:39:43,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2023-08-26,28.7,23.1,25.5,30,23.1,25.9,20.1,73.9,10.843,100,12.5,rain,0,0,31.7,12,352.8,1010,61.4,14.2,0,0,0,30,2023-08-26T06:16:56,2023-08-26T19:38:11,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2023-08-27,28.3,21.2,24.6,28.6,21.2,24.7,16.6,62,0,0,0,,0,0,33.5,14.2,24.2,1012.8,27,16,0,0,0,10,2023-08-27T06:17:55,2023-08-27T19:36:38,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2023-08-28,24,21.9,22.8,24,21.9,22.8,18.2,75.6,0,0,0,,0,0,24.1,16.9,106.6,1016.8,79.2,15.8,0,0,0,10,2023-08-28T06:18:54,2023-08-28T19:35:04,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2023-08-29,25.9,20.2,23.1,25.9,20.2,23.1,18.8,77.3,0,0,0,,0,0,18.4,12.6,69.8,1013.8,81.2,16,0,0,0,10,2023-08-29T06:19:52,2023-08-29T19:33:30,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2023-08-30,28.7,21.8,24.7,29.2,21.8,24.8,17.9,68.5,5.765,100,12.5,rain,0,0,46.2,24.8,298.9,1006.6,69.9,15.4,0,0,0,10,2023-08-30T06:20:51,2023-08-30T19:31:54,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2023-08-31,24.6,18.4,21.2,24.6,18.4,21.2,10.5,51.8,0,0,0,,0,0,48.2,24,13.8,1013.5,23,16,0,0,0,10,2023-08-31T06:21:50,2023-08-31T19:30:19,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2023-09-01,23.9,16.2,20,23.9,16.2,20,9,49.7,0,0,0,,0,0,22.3,16.1,41.3,1024.1,7.9,16,83,7.2,8,10,2023-09-01T06:22:48,2023-09-01T19:28:42,0.55,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2023-09-02,26,16.8,21.2,26,16.8,21.2,12.9,59.9,0,0,0,,0,0,33.5,14.2,220.5,1021.7,18.3,16,266.5,23,9,10,2023-09-02T06:23:47,2023-09-02T19:27:06,0.59,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2023-09-03,31.4,20.5,25.9,31.9,20.5,26.3,16.8,58.7,0,0,0,,0,0,35.6,22.2,260.8,1013.8,24.8,16,252.1,21.7,9,10,2023-09-03T06:24:45,2023-09-03T19:25:28,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2023-09-04,30.6,23.8,27.4,33.1,23.8,28.5,19.7,63.5,0,0,0,,0,0,33.5,11.7,341.8,1011.2,36,15.9,167.5,14.6,9,60,2023-09-04T06:25:44,2023-09-04T19:23:50,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2023-09-05,32.2,24.5,28.6,35.2,24.5,30.3,20.9,63.8,0,0,0,,0,0,33.5,11.7,7.4,1012.8,31.9,15.8,224.8,19.4,9,30,2023-09-05T06:26:42,2023-09-05T19:22:12,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2023-09-06,34,25.4,29.5,35.8,25.4,31,20.4,59.8,0,0,0,,0,0,29.5,10.2,330.1,1010.4,21.5,15.6,250.5,21.5,8,60,2023-09-06T06:27:41,2023-09-06T19:20:33,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2023-09-07,34.1,26.4,29.6,36.5,26.4,31.2,19.7,56,0,0,0,,0,0,40.7,12.7,201.9,1009.1,18.3,15.9,232.1,20.1,8,60,2023-09-07T06:28:39,2023-09-07T19:18:54,0.75,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2023-09-08,31.5,22.8,25.3,36.2,22.8,26.2,20.9,77,1.515,100,20.83,rain,0,0,63,21,55.2,1013.4,55,13,154.9,13.2,8,75,2023-09-08T06:29:37,2023-09-08T19:17:15,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2023-09-09,28.8,22.4,24.9,32.2,22.4,25.5,21.7,82.8,0.37,100,8.33,rain,0,0,25.9,18.8,40.1,1017.9,84.3,12,133,11.6,9,75,2023-09-09T06:30:36,2023-09-09T19:15:35,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2023-09-10,24.5,21.1,23.2,24.5,21.1,23.2,20.5,84.9,21.851,100,33.33,rain,0,0,25.9,12.3,33.6,1018.7,68.8,12.9,116.2,9.8,7,30,2023-09-10T06:31:34,2023-09-10T19:13:55,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2023-09-11,27.3,21.6,23.4,28.8,21.6,23.5,21,86.7,38.627,100,37.5,rain,0,0,40.7,12.6,31.6,1015.8,82.3,10.5,121.7,10.4,7,30,2023-09-11T06:32:33,2023-09-11T19:12:15,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2023-09-12,28.1,20.4,23.5,28.5,20.4,23.6,18.7,76.3,0,0,0,,0,0,16.6,12.2,14.7,1015.2,45.9,15.1,150.9,13.2,9,10,2023-09-12T06:33:31,2023-09-12T19:10:34,0.92,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2023-09-13,26.2,22.3,24,26.2,22.3,24,19.5,76.5,3.096,100,20.83,rain,0,0,18.4,13.1,252.3,1012.9,68.4,15,115.7,10,7,30,2023-09-13T06:34:30,2023-09-13T19:08:53,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2023-09-14,25,18.6,21.7,25,18.6,21.7,11.9,55.7,0,0,0,,0,0,38.9,18.2,340.5,1016.7,30.2,16,251.3,21.8,8,10,2023-09-14T06:35:28,2023-09-14T19:07:12,0,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2023-09-15,20.6,14.3,17.6,20.6,14.3,17.6,9.2,58,0,0,0,,0,0,47.9,26.7,2.9,1017.2,24.4,16,176.8,15.2,8,10,2023-09-15T06:36:27,2023-09-15T19:05:31,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2023-09-16,24.1,15.9,19.8,24.1,15.9,19.8,8.6,49.4,0,0,0,,0,0,44.6,23,302.6,1012.7,28.7,16,196.6,17.1,8,10,2023-09-16T06:37:25,2023-09-16T19:03:50,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2023-09-17,24.6,15.4,20,24.6,15.4,20,11.4,59.2,4.023,100,12.5,rain,0,0,24.1,10.4,248.7,1013.5,36.5,15.2,212.3,18.4,10,10,2023-09-17T06:38:24,2023-09-17T19:02:08,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,F8726,F1417,KNYC,72503014732"
New York,2023-09-18,20.3,17.3,19,20.3,17.3,19,17.4,90.7,26.576,100,83.33,rain,0,0,35.3,24.7,343.1,1008.6,91.5,10.1,30.2,2.6,1,10,2023-09-18T06:39:23,2023-09-18T19:00:27,0.13,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2023-09-19,22.6,15,18.8,22.6,15,18.8,11.2,63.6,0.203,100,4.17,rain,0,0,44.6,20.7,289.4,1013.3,16.8,16,217.9,18.9,8,10,2023-09-19T06:40:22,2023-09-19T18:58:45,0.16,Rain,Clear conditions throughout the day with morning rain.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2023-09-20,23,14.9,19.3,23,14.9,19.3,9.3,53.4,0,0,0,,0,0,35.3,20.5,293,1020.3,17.6,16,231.5,20.1,8,10,2023-09-20T06:41:21,2023-09-20T18:57:04,0.2,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2023-09-21,22.2,14.6,18.4,22.2,14.6,18.4,10,58.8,0,0,0,,0,0,33.5,13.9,11.1,1024.3,20.7,16,232.8,20.1,8,10,2023-09-21T06:42:20,2023-09-21T18:55:22,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2023-09-22,21.2,15.1,18.3,21.2,15.1,18.3,12.1,67.8,0,0,0,,0,0,38.9,25.4,63.9,1026.8,48.7,16,143.5,12.5,7,10,2023-09-22T06:43:19,2023-09-22T18:53:40,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2023-09-23,17.4,14.3,15.7,17.4,14.3,15.7,12.9,83.7,22.176,100,70.83,rain,0,0,49.7,29.1,51.4,1020.4,92.9,10.7,31.8,2.8,2,10,2023-09-23T06:44:18,2023-09-23T18:51:59,0.3,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2023-09-24,18.5,16.6,17.8,18.5,16.6,17.8,16,89.1,25.818,100,95.83,rain,0,0,50.8,28.1,57.5,1015.5,100,7.1,43,3.7,3,10,2023-09-24T06:45:18,2023-09-24T18:50:18,0.33,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2023-09-25,18.2,14.7,16.6,18.2,14.7,16.6,14.3,86.3,14.409,100,87.5,rain,0,0,59.4,29,48,1017.7,100,6.8,28.1,2.4,1,10,2023-09-25T06:46:17,2023-09-25T18:48:37,0.37,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2023-09-26,16.2,14,15.2,16.2,14,15.2,12.1,81.6,4.976,100,45.83,rain,0,0,51.8,23.6,46.3,1026.3,95.7,10.6,30,2.4,1,10,2023-09-26T06:47:17,2023-09-26T18:46:55,0.4,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2023-09-27,17.9,10.9,14.9,17.9,10.9,14.9,7.9,63.2,0,0,0,,0,0,40.7,24.4,49.3,1026.8,64.6,16,160.2,14,7,10,2023-09-27T06:48:17,2023-09-27T18:45:15,0.44,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
